inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
0,0,OSAWARU CUENCA_ PABLO,3.183333333333333,0,0,0,0,0,1,1,0,0,0,1,0,-1,2.0,952559,2108548,0,0,0,0,0,0
0,5,GARCIA CORBI_ JOSE MANUEL,12.316666666666666,2,0,2,2,0,0,1,0,0,0,2,1,0,5.0,952559,1499350,0,1,1,2,0,0
0,7,PEREZ DIEZ_ MANUEL,11.0,2,0,0,0,3,0,1,0,0,0,2,0,0,15.0,952559,1792455,0,0,1,1,0,2
0,8,BERMUDEZ HERRERO_ JORGE,25.95,22,1,1,2,2,2,1,0,0,0,2,2,22,-5.0,952559,1687924,4,4,3,6,4,6
0,10,LOPEZ IGUAL_ ALVARO,7.933333333333334,0,0,2,2,0,0,0,0,0,0,2,0,0,-5.0,952559,1796571,0,0,0,0,0,0
1,13,VAICIUNAS_ AIRIDAS,22.23333333333333,6,0,1,1,0,0,3,0,0,0,1,0,0,-11.0,952559,2233345,0,0,3,4,0,2
1,15,PUJALTE MIRA_ JOSE ANTONIO,29.666666666666668,2,0,5,5,0,0,2,1,0,0,4,2,-1,-13.0,952559,1995786,0,2,1,3,0,1
1,17,SEGUI HEREDIA_ CHRISTIAN,31.566666666666663,24,0,1,1,3,5,10,0,0,0,5,12,21,-11.0,952559,1706355,8,9,5,10,2,5
1,18,FERNANDEZ CARRASCO_ MATEO,24.933333333333334,7,2,2,4,1,0,2,0,0,0,5,3,2,-13.0,952559,1673632,1,2,0,4,2,3
1,21,GARCIA RUIZ_ ANTONIO DANIEL,31.216666666666665,5,3,4,7,4,4,3,0,0,0,1,2,14,-14.0,952559,1614405,1,2,2,4,0,1
0,0,GOMEZ VELEZ_ SERGIO,13.283333333333331,4,0,2,2,2,3,3,0,0,0,0,3,10,-8.0,951375,1577477,0,0,2,2,0,1
1,7,ZAMORA MAÑA_ UNAI,28.9,13,2,5,7,1,2,3,0,0,0,3,3,17,19.0,951375,1994360,0,0,2,3,3,5
0,8,MALIK_ CAMAL,25.7,14,1,3,4,2,3,1,0,0,0,2,4,20,10.0,951375,2515787,5,6,3,4,1,3
1,9,MARTINEZ BERTOMEU_ ROGER,3.5,0,0,0,0,0,0,0,0,1,0,0,0,-1,-2.0,951375,2166515,0,0,0,1,0,0
1,10,GRANJA BERNAD_ IAN,29.03333333333333,14,1,6,7,0,1,2,0,0,0,1,4,15,18.0,951375,1933382,5,6,3,6,1,5
1,11,GOMEZ GARCIA-GUTIERREZ_ PABLO,28.116666666666667,10,1,2,3,4,2,3,0,0,0,4,2,9,19.0,951375,1881440,1,2,0,1,3,6
0,12,MARISCAL GOMEZ_ MARIO,15.616666666666667,0,0,0,0,2,1,3,0,0,0,4,1,-8,-1.0,951375,1991574,0,0,0,3,0,2
0,22,NUÑEZ ANTON_ DANIEL,8.483333333333333,0,0,2,2,1,0,1,0,0,0,1,0,-1,-8.0,951375,2019343,0,0,0,0,0,2
1,33,ANDREATTA_ MAXIMILIANO,33.483333333333334,19,3,3,6,1,0,7,0,0,1,3,6,15,19.0,951375,2641325,3,5,8,11,0,2
0,35,GRANJA I BERNAD_ POL,8.2,2,1,0,1,0,0,1,0,0,0,1,1,-2,-6.0,951375,2049105,2,4,0,0,0,2
0,79,CAMARA_ OUWA,5.683333333333334,4,1,0,1,0,1,1,0,0,0,3,0,2,-10.0,951375,2680875,0,0,2,2,0,0
