inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,2,VELAZQUEZ BALSERA_ CARLOS,20.433333333333334,13,2,3,5,3,0,2,0,0,0,4,4,16,-2.0,950773,1796900,1,2,3,4,2,3
1,8,CAZORLA ZARAGOZI_ DARIO,27.65,5,3,0,3,0,1,0,0,0,0,4,5,3,-4.0,950773,1756269,1,2,2,4,0,4
0,10,ORTOLA TOMAS_ JOAN MARIA,8.366666666666667,0,0,2,2,1,0,0,0,0,0,0,0,3,-3.0,950773,1208733,0,0,0,0,0,0
0,11,JIMENA LLORCA_ SERGIO PATRIZIO,20.933333333333334,5,0,4,4,1,1,3,0,1,0,3,3,3,-6.0,950773,1995485,2,2,0,2,1,4
1,14,CVRKOTA_ MILOS,21.48333333333333,5,1,1,2,0,1,1,0,0,0,3,0,2,-9.0,950773,2643356,0,0,1,2,1,2
1,17,SHERMAN_ KAJ-BJORN KRISTOF,37.43333333333333,23,5,3,8,1,0,6,0,0,0,4,7,22,-2.0,950773,2160027,5,5,9,13,0,3
0,22,SIDDIQUE_ SALEEM,20.383333333333333,4,1,3,4,1,0,1,0,0,0,1,1,4,6.0,950773,2378721,0,1,2,4,0,1
1,33,KLEINJAN RODRIGUEZ_ ALAN PETER,29.33333333333333,8,4,1,5,4,0,2,0,0,0,3,3,4,7.0,950773,1508383,3,5,1,5,1,6
0,88,IVARS MUNERA_ JAIME,13.983333333333333,6,0,3,3,0,0,1,0,0,0,3,1,1,-7.0,950773,1365378,0,2,0,1,2,4
1,7,SANCHEZ RODRIGUEZ_ PABLO JOSE,24.95,11,4,1,5,0,1,3,0,0,0,3,2,9,-2.0,951421,1516866,1,2,5,8,0,0
1,8,CADME ARIAS_ GREGORY RENE,35.4,22,1,4,5,1,2,0,0,0,0,1,4,27,2.0,951421,1767254,3,5,8,10,1,3
0,9,IBAÑEZ RUIZ_ JOSE,4.483333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,951421,1998643,0,0,0,0,0,0
0,10,LÓPEZ MARTINEZ_ ALVARO,4.6,0,0,0,0,1,1,0,0,0,0,0,1,3,2.0,951421,1895175,0,0,0,0,0,0
0,11,GONZALEZ LÓPEZ_ JUAN,20.466666666666665,9,0,3,3,2,0,1,0,0,0,1,3,12,17.0,951421,1766977,5,5,2,2,0,3
1,12,MARTÍNEZ-QUINTANILLA JIMÉNEZ_ RAMIRO ENRIQUE,24.58333333333333,4,1,5,6,1,0,1,0,0,0,4,2,3,18.0,951421,1514342,0,2,2,3,0,2
0,13,PARRA GOMEZ_ PABLO,14.016666666666667,2,0,0,0,1,0,1,0,0,0,1,0,1,-9.0,951421,2133764,0,0,1,1,0,0
0,16,LORCA AGUILAR_ JOSE MANUEL,15.033333333333331,6,0,2,2,1,1,1,1,0,0,3,2,8,5.0,951421,1736001,0,0,3,3,0,1
1,17,CRUZ MARTINEZ_ JORGE,17.9,8,1,1,2,3,2,2,0,0,0,5,5,7,5.0,951421,1827474,3,5,1,2,1,4
1,26,LUGO NITSCHE_ ANGEL MANUEL,16.466666666666665,1,0,1,1,3,2,0,0,0,0,3,2,0,-11.0,951421,2334582,1,2,0,3,0,2
0,77,CASCALES FERNANDEZ_ JUAN,2.833333333333333,0,0,0,0,0,0,0,0,0,0,2,0,-2,-1.0,951421,1899744,0,0,0,0,0,0
0,88,TAVELLI_ JUAN IGNACIO,19.266666666666666,10,1,4,5,0,2,4,0,0,0,1,3,9,0.0,951421,2032122,2,3,4,8,0,1
