inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,7,SANCHEZ RODRIGUEZ_ PABLO JOSE,21.766666666666666,7,5,1,6,0,1,2,0,0,0,2,1,5,4.0,951421,1516866,1,2,3,8,0,0
1,8,CADME ARIAS_ GREGORY RENE,14.766666666666667,21,8,4,12,0,1,1,1,0,0,2,4,33,10.0,951421,1767254,5,7,5,6,2,2
0,9,IBAÑEZ RUIZ_ JOSE,15.1,3,3,3,6,0,0,1,0,1,0,0,2,5,-4.0,951421,1998643,1,2,1,3,0,2
1,11,GONZALEZ LÓPEZ_ JUAN,18.0,5,0,2,2,1,1,2,0,0,0,2,1,5,24.0,951421,1766977,0,0,1,1,1,2
1,12,MARTÍNEZ-QUINTANILLA JIMÉNEZ_ RAMIRO ENRIQUE,23.766666666666666,7,0,5,5,1,1,2,0,0,0,2,2,3,2.0,951421,1514342,2,4,1,4,1,5
0,13,PARRA GOMEZ_ PABLO,16.65,3,0,2,2,3,2,1,0,0,0,0,0,5,17.0,951421,2133764,0,0,0,1,1,4
0,15,MARMOL MOLINA_ MARIO,16.816666666666666,10,2,1,3,2,0,1,0,0,0,2,2,8,9.0,951421,1116272,1,4,0,0,3,6
0,16,LORCA AGUILAR_ JOSE MANUEL,18.23333333333333,7,5,3,8,1,0,4,1,1,0,2,2,10,18.0,951421,1736001,1,1,3,6,0,0
1,17,CRUZ MARTINEZ_ JORGE,12.583333333333334,4,0,2,2,1,2,1,0,0,0,0,1,6,14.0,951421,1827474,0,0,2,3,0,2
0,26,LUGO NITSCHE_ ANGEL MANUEL,14.9,10,0,2,2,0,1,1,0,0,0,1,1,4,8.0,951421,2334582,1,2,0,4,3,6
0,77,CASCALES FERNANDEZ_ JUAN,10.633333333333333,2,0,1,1,2,1,2,0,0,0,1,1,2,8.0,951421,1899744,0,2,1,1,0,0
0,81,YEPES CALERO_ GERMAN,16.783333333333335,2,0,2,2,3,0,1,0,0,0,1,0,2,0.0,951421,1595850,0,0,1,2,0,2
1,4,PORRA MAESTRE_ JOEL,12.5,0,0,0,0,2,0,2,0,0,0,2,1,-2,-6.0,950873,2077062,0,0,0,1,0,0
0,7,BARTUAL BARDISA_ OSCAR,19.6,8,1,1,2,1,2,2,0,0,0,1,0,6,6.0,950873,1794812,0,0,1,3,2,4
1,8,COMINO DIEZ_ CARLOS,21.5,0,1,2,3,4,1,2,0,1,0,2,2,-3,-1.0,950873,1698706,0,0,0,2,0,7
1,10,SERNEGUET GARVI_ ALDO JOSE,19.816666666666663,6,0,2,2,2,3,2,0,1,0,4,2,5,-19.0,950873,1677187,0,0,3,5,0,2
1,12,ALBALADEJO PEREZ_ NORBERTO,19.0,11,2,1,3,0,1,2,0,0,0,2,0,5,-21.0,950873,1796561,0,0,4,7,1,4
1,14,STRUKOV STRUKOV_ VALENTIN,27.98333333333333,9,1,3,4,0,1,4,1,0,0,2,4,6,-19.0,950873,1876136,1,4,4,6,0,2
0,16,SANCHEZ LUBIAN_ PEDRO MANUEL,14.55,3,0,0,0,0,0,0,0,0,0,2,2,-3,-22.0,950873,1208481,0,0,0,3,1,4
0,21,MARTIN MARTINEZ_ ALVARO,12.016666666666667,3,1,1,2,0,0,1,1,0,0,1,1,2,-3.0,950873,1191077,1,2,1,3,0,0
0,24,SEVERA LENCINA_ CARLOS,14.55,5,0,0,0,1,0,1,0,0,0,1,0,3,-22.0,950873,2020015,0,0,1,2,1,1
0,77,LOPEZ-VALVERDE CARRASCO_ PABLO,20.183333333333334,9,1,3,4,1,0,0,0,0,0,0,1,12,-3.0,950873,1699015,0,0,0,2,3,4
0,88,OSA NZANG_ LUCIANO,18.3,5,0,2,2,1,2,1,0,0,0,0,2,10,0.0,950873,2006599,1,1,2,3,0,0
