inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,3,GALVEZ ARROYO_ SAMUEL,21.016666666666666,3,1,4,5,4,0,0,0,0,0,0,3,8,-10.0,950873,1900423,1,2,1,5,0,2
0,7,BARTUAL BARDISA_ OSCAR,5.05,0,0,0,0,1,0,0,0,0,0,0,1,1,-8.0,950873,1794812,0,0,0,0,0,1
0,9,GOMEZ-ARRONES MORGADO_ ALEJANDRO,14.433333333333334,2,0,2,2,5,0,4,0,0,0,2,1,1,-18.0,950873,1086144,0,0,1,1,0,3
1,10,SERNEGUET GARVI_ ALDO JOSE,30.25,10,3,4,7,6,4,1,0,0,0,4,6,16,-2.0,950873,1677187,3,5,2,8,1,5
1,12,ALBALADEJO PEREZ_ NORBERTO,25.016666666666666,12,3,4,7,2,1,0,1,0,0,1,2,11,1.0,950873,1796561,1,4,4,10,1,5
0,13,COMINO DIEZ_ CARLOS,14.316666666666666,5,1,2,3,0,0,0,1,0,0,2,0,4,-9.0,950873,1698706,0,0,1,1,1,4
1,14,STRUKOV STRUKOV_ VALENTIN,33.5,17,4,3,7,1,1,2,0,0,0,2,4,19,-4.0,950873,1876136,1,4,8,12,0,0
1,16,SANCHEZ LUBIAN_ PEDRO MANUEL,13.583333333333334,0,2,2,4,0,0,2,0,0,0,1,0,-4,-2.0,950873,1208481,0,0,0,3,0,2
0,24,SEVERA LENCINA_ CARLOS,5.983333333333333,0,1,2,3,1,0,0,0,0,0,1,0,3,4.0,950873,2020015,0,0,0,0,0,0
0,30,SANCHEZ ALIAGA_ OLIVER,13.7,0,1,3,4,0,1,2,0,0,0,2,0,1,-14.0,950873,1605745,0,0,0,0,0,0
0,77,LOPEZ-VALVERDE CARRASCO_ PABLO,18.03333333333333,7,0,2,2,0,1,3,0,0,0,3,2,2,-19.0,950873,1699015,2,2,1,2,1,4
0,88,OSA NZANG_ LUCIANO,5.116666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,950873,2006599,0,0,0,0,0,0
0,2,TALENS ALBERO_ OVIDI,24.25,7,2,2,4,6,3,1,0,1,0,2,6,19,16.0,950835,2102105,0,0,2,6,1,1
0,4,IGLESIAS CAMINO_ ANXO,25.716666666666665,20,0,4,4,5,1,0,0,0,0,2,3,26,30.0,950835,1828632,3,3,4,5,3,7
1,11,LOPEZ ZOROA_ FRANCISCO,8.466666666666667,2,0,0,0,0,0,1,0,1,0,2,0,-3,-13.0,950835,1889530,0,0,1,2,0,1
1,13,MARTÍNEZ CUCALÓN_ NICOLÁS,29.766666666666666,7,0,2,2,3,0,2,0,0,0,2,1,4,4.0,950835,2033341,2,2,1,2,1,5
1,14,LADSON BUGALLO_ WILL ALEXIO,14.4,0,2,6,8,0,2,1,0,0,0,4,1,-1,13.0,950835,2042389,0,0,0,5,0,2
1,17,MARTINEZ MUÑOZ_ JOSE LUIS,22.3,2,0,2,2,3,0,1,0,0,0,0,1,6,11.0,950835,1501246,0,0,1,1,0,1
0,21,PALAZON VICEDO_ GINES,20.85,17,3,3,6,0,0,2,0,0,1,2,4,15,14.0,950835,2100996,3,5,4,6,2,6
1,23,CLEDJO_ NATHAN,37.23333333333333,17,0,8,8,2,0,3,0,0,0,3,0,16,8.0,950835,2277572,0,0,7,11,1,2
0,34,BLAZQUEZ VIDAL_ ALEJANDRO,14.3,2,2,3,5,0,2,0,0,0,0,2,1,2,10.0,950835,1995455,0,0,1,6,0,1
0,51,NAVARRO MORALES_ JAVIER,2.716666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3.0,950835,2118686,0,0,0,1,0,0
