inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,2,FERNANDEZ CORCOLES_ JORGE,18.85,5,1,1,2,1,0,0,1,1,0,1,1,5,2.0,952561,2006470,1,2,2,5,0,0
0,7,MARIN SANCHEZ_ PABLO,22.58333333333333,8,1,2,3,2,0,2,0,0,0,2,5,9,7.0,952561,1835874,6,8,1,4,0,0
0,8,MARTINEZ TENDERO_ NAHUM,20.0,5,0,5,5,1,2,5,0,0,0,1,1,3,-13.0,952561,2113865,0,2,1,3,1,2
0,9,NAVARRO GARCIA_ ALFONSO,4.516666666666667,0,1,0,1,0,1,0,0,0,0,0,0,0,-4.0,952561,1766637,0,0,0,1,0,1
1,10,ROCAMORA PEREZ_ JORGE,20.0,10,0,2,2,1,2,2,0,0,0,4,5,10,21.0,952561,1890673,4,6,3,4,0,1
1,15,BERNAL DE AYALA_ ALVARO,34.05,14,2,5,7,1,0,2,0,0,1,2,7,18,11.0,952561,1516361,7,8,2,6,1,3
1,17,LLEDO FERNANDEZ_ JORGE JUAN,33.85,15,0,7,7,4,1,4,0,0,0,3,3,17,12.0,952561,500395,9,9,3,9,0,0
1,19,MOLINA CAÑAVATE_ MARCOS,34.416666666666664,10,2,13,15,3,0,2,0,0,0,3,2,16,14.0,952561,627482,2,3,4,9,0,3
0,23,BESORA LLOR_ JUAN CARLOS,5.583333333333333,0,0,2,2,0,0,0,0,0,0,1,0,1,-6.0,952561,2121759,0,0,0,0,0,0
0,27,ZIJIE_ LU,6.15,1,0,3,3,0,0,1,0,0,0,3,1,-1,-4.0,952561,2383849,1,2,0,0,0,1
0,3,ORTIN GOMEZ_ MIGUEL,23.1,4,0,1,1,3,1,0,0,0,0,4,1,-4,-5.0,952559,1698640,0,0,2,5,0,7
0,5,GARCIA CORBI_ JOSE MANUEL,8.583333333333334,4,0,2,2,0,1,1,0,0,0,1,3,6,0.0,952559,1499350,4,4,0,1,0,1
0,7,PEREZ DIEZ_ MANUEL,4.516666666666667,0,1,0,1,0,0,1,0,0,0,2,0,-2,4.0,952559,1792455,0,0,0,0,0,0
1,8,BERMUDEZ HERRERO_ JORGE,25.83333333333333,12,2,2,4,0,1,2,0,1,0,5,1,0,-6.0,952559,1687924,0,0,3,8,2,8
1,13,VAICIUNAS_ AIRIDAS,26.716666666666665,3,3,2,5,0,1,0,1,0,0,2,1,5,-7.0,952559,2233345,0,0,0,3,1,2
0,15,PUJALTE MIRA_ JOSE ANTONIO,14.55,2,1,2,3,0,0,0,0,0,0,2,1,2,-6.0,952559,1995786,0,0,1,2,0,1
1,17,SEGUI HEREDIA_ CHRISTIAN,21.216666666666665,14,0,5,5,0,1,4,0,0,0,5,7,2,0.0,952559,1706355,6,9,4,13,0,4
1,18,FERNANDEZ CARRASCO_ MATEO,38.36666666666667,8,0,8,8,0,3,0,0,0,0,4,1,10,-8.0,952559,1673632,2,2,0,2,2,6
1,21,GARCIA RUIZ_ ANTONIO DANIEL,37.11666666666667,13,5,8,13,2,1,1,0,0,0,3,3,15,-12.0,952559,1614405,2,2,4,11,1,7
