inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,2,VELAZQUEZ BALSERA_ CARLOS,34.4,4,1,2,3,2,3,4,0,2,0,2,2,1,-2.0,950773,1796900,4,4,0,7,0,0
1,8,CAZORLA ZARAGOZI_ DARIO,22.916666666666668,6,1,1,2,4,2,2,0,0,0,5,2,3,-2.0,950773,1756269,2,2,2,5,0,3
1,10,ORTOLA TOMAS_ JOAN MARIA,21.0,14,3,3,6,0,0,0,0,0,0,0,3,20,5.0,950773,1208733,1,1,5,7,1,2
0,11,JIMENA LLORCA_ SERGIO PATRIZIO,14.183333333333334,2,0,2,2,0,0,0,0,0,0,4,1,-3,-4.0,950773,1995485,0,2,1,1,0,2
1,14,CVRKOTA_ MILOS,27.23333333333333,19,3,4,7,2,0,0,0,1,0,2,6,22,3.0,950773,2643356,9,9,5,10,0,5
0,15,LOPEZ FLOR_ ANDRES,12.0,8,1,4,5,0,2,0,0,0,0,1,3,12,-1.0,950773,1686734,2,4,3,6,0,0
0,22,SIDDIQUE_ SALEEM,8.783333333333333,4,1,1,2,1,0,0,0,0,0,3,1,4,-7.0,950773,2378721,2,2,1,2,0,0
1,33,KLEINJAN RODRIGUEZ_ ALAN PETER,34.2,24,0,4,4,1,2,4,0,0,0,3,4,21,-9.0,950773,1508383,3,4,3,5,5,9
0,88,IVARS MUNERA_ JAIME,25.28333333333333,7,2,3,5,3,0,0,1,0,0,3,4,10,-13.0,950773,1365378,3,6,2,2,0,4
1,0,LOPEZ MARTINEZ_ ALEX,24.916666666666668,8,0,1,1,2,0,3,0,0,0,2,1,1,5.0,951085,2176449,2,4,3,4,0,3
0,5,RAMIREZ SANZ_ FERNANDO,17.766666666666666,13,0,3,3,2,0,1,0,0,0,0,5,18,-6.0,951085,2237528,1,4,3,3,2,3
1,7,MARTINEZ SANCHEZ_ JOSE TOMAS,36.083333333333336,19,1,1,2,2,1,0,1,0,0,4,3,16,6.0,951085,2010660,2,2,4,7,3,8
1,11,SARRIAS SANCHEZ_ DARIO MIGUEL,32.31666666666667,15,0,5,5,3,2,3,0,0,0,3,0,17,1.0,951085,1589828,1,2,4,5,2,2
0,13,LOZANO MARTINEZ_ ALEJANDRO,6.066666666666666,0,0,0,0,0,0,0,0,0,0,2,0,-3,1.0,951085,2177613,0,0,0,0,0,1
1,14,NEVES GLUCK PAUL_ JOAO RICARDO,25.1,16,0,10,10,2,1,1,2,0,0,4,3,24,5.0,951085,2643310,4,5,3,6,2,3
1,15,MARIN ALVAREZ_ JUAN CARLOS,33.416666666666664,11,1,4,5,6,2,4,0,0,0,4,7,11,11.0,951085,1714761,5,10,3,8,0,2
0,20,SEVILLA NAVARRO_ PABLO,11.666666666666666,8,3,1,4,0,0,4,0,1,1,3,1,3,-3.0,951085,2237878,0,0,4,6,0,1
0,50,BALLESTA VIÑAS_ JUAN,3.9,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,951085,1181015,0,0,0,0,0,0
0,77,NOHEL_ SAMUEL,8.766666666666667,4,1,2,3,0,1,0,0,0,0,4,1,4,8.0,951085,2738852,2,2,1,2,0,0
