inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,3,MCGUIRK_ LIAM,18.966666666666665,8,0,2,2,1,0,0,0,0,0,3,2,7,22.0,950777,1616642,4,4,2,3,0,2
1,5,CERVANTES GUERRA_ LUIS MANUEL,20.366666666666667,11,1,3,4,3,1,3,0,0,1,1,1,15,18.0,950777,2451920,2,2,3,4,1,1
0,6,BAENA SÁNCHEZ_ PEDRO,20.066666666666663,9,0,2,2,0,1,2,0,0,0,1,0,6,3.0,950777,1985418,0,0,0,0,3,6
0,8,VERCHER FERNANDEZ_ VICENT,17.866666666666667,3,0,1,1,6,1,3,0,0,0,2,1,3,6.0,950777,1807414,0,0,0,1,1,4
0,9,FONT FENOLLAR_ GUILLEM,3.65,1,0,1,1,0,0,0,0,0,0,1,1,0,5.0,950777,2158978,1,2,0,0,0,1
0,10,SANTAMATILDE PERIS_ VICENT,18.33333333333333,0,0,3,3,2,2,0,0,0,0,0,1,5,6.0,950777,1504969,0,0,0,1,0,2
1,12,MARCO CLIMENT_ FRANCISCO,20.316666666666663,18,6,5,11,1,1,1,0,0,0,1,4,25,17.0,950777,1853272,2,4,5,10,2,3
0,13,BOIX GUILLEM_ JOSE FRANCISCO,9.316666666666666,6,0,1,1,0,1,1,0,0,0,0,1,4,12.0,950777,1701869,1,2,1,2,1,3
1,15,LUENGO MATEO_ PABLO,20.33333333333333,9,1,2,3,2,4,1,0,0,0,1,4,9,19.0,950777,1851070,2,4,2,5,1,7
0,20,FONT FENOLLAR_ ARNAU,22.33333333333333,15,2,4,6,3,1,1,0,0,0,3,6,22,8.0,950777,2034658,7,8,1,2,2,5
0,33,GONZALEZ MARIN_ DIEGO,18.383333333333333,8,2,6,8,3,2,1,0,0,0,3,4,19,10.0,950777,1860866,0,2,4,4,0,0
1,35,GRAU PIQUERES_ CARLES,10.066666666666666,3,0,0,0,0,2,0,0,0,0,2,1,2,9.0,950777,1761260,1,2,1,2,0,0
1,0,MUÑOZ PALENCIA_ JESUS,33.7,13,0,2,2,3,3,1,0,0,0,2,2,12,-20.0,950778,2087557,1,2,3,4,2,8
0,1,NAPOLETANO_ GIORGIO,5.55,1,0,1,1,0,0,1,0,0,0,2,1,-4,-4.0,950778,2757662,1,3,0,1,0,1
1,2,GARCIA ROSELLO_ MARCOS,35.28333333333333,15,4,9,13,2,1,7,0,0,0,4,7,12,-19.0,950778,2557720,4,8,4,11,1,5
0,4,VICENT TORTOSA_ VICENTE,9.15,2,1,2,3,1,0,1,0,0,0,4,0,-4,-1.0,950778,2165926,0,0,1,3,0,3
1,7,CASTRILLON RODRIGUEZ_ OSCAR,34.31666666666667,4,1,5,6,1,2,1,0,0,0,2,1,7,-29.0,950778,2183928,0,0,2,6,0,0
0,9,TUDELA GARCIA_ GUSTAVO,14.116666666666667,0,1,1,2,0,1,0,0,0,0,1,0,0,0.0,950778,2027626,0,0,0,2,0,0
0,10,GADEA VALENCIA_ VICTOR,14.35,0,2,2,4,1,0,0,0,0,0,4,0,-3,-14.0,950778,2141015,0,0,0,3,0,1
1,11,VERDU SCHLIE_ PAUL,20.1,6,1,0,1,0,1,2,0,0,0,2,1,1,-21.0,950778,2265449,0,0,3,6,0,1
1,14,SABATER MARTINEZ_ GERMAN,28.716666666666665,23,4,4,8,0,2,6,0,0,0,3,6,22,-29.0,950778,2117260,6,7,7,12,1,3
0,40,SHALABI TORRES_ MARUAN,4.716666666666667,0,0,0,0,0,1,1,0,0,0,2,0,-3,2.0,950778,2211376,0,0,0,0,0,1
