inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,0,MUÑOZ PALENCIA_ JESUS,13.833333333333334,3,0,0,0,2,0,1,0,0,0,1,0,-2,-10.0,950778,2087557,0,0,0,0,1,6
0,1,NAPOLETANO_ GIORGIO,10.3,0,0,0,0,0,0,0,0,0,0,2,0,-3,-7.0,950778,2757662,0,0,0,0,0,1
1,2,GARCIA ROSELLO_ MARCOS,34.15,20,2,5,7,2,1,3,0,2,0,3,3,18,0.0,950778,2557720,2,2,3,10,4,6
1,3,GALVEZ ARROYO_ SAMUEL,27.383333333333333,14,0,4,4,3,3,3,0,1,0,5,7,15,-3.0,950778,1900423,1,2,5,10,1,3
0,4,VICENT TORTOSA_ VICENTE,10.166666666666666,3,0,0,0,1,1,1,0,0,0,3,2,3,4.0,950778,2165926,1,1,1,1,0,0
0,6,FERRIZ SELLES_ ALBERTO,12.2,2,1,0,1,0,0,1,0,0,0,1,0,-1,-14.0,950778,2112479,0,0,1,2,0,1
1,7,CASTRILLON RODRIGUEZ_ OSCAR,16.8,0,1,3,4,0,0,2,0,0,0,1,0,0,-3.0,950778,2183928,0,0,0,0,0,1
0,8,GALVEZ ARROYO_ VICTOR,17.983333333333334,4,1,2,3,1,2,1,0,0,0,5,1,3,2.0,950778,1900426,2,2,1,1,0,2
1,10,GADEA VALENCIA_ VICTOR,22.183333333333334,4,0,2,2,0,2,1,0,0,0,3,0,3,-4.0,950778,2141015,0,0,2,3,0,0
0,14,SABATER MARTINEZ_ GERMAN,16.683333333333334,8,0,4,4,0,1,0,0,0,0,3,4,10,-5.0,950778,2117260,2,4,3,5,0,0
0,42,KLOTZ MAROTO_ CONRAD,18.316666666666663,9,0,3,3,3,0,2,0,0,0,2,6,5,0.0,950778,2221478,7,12,1,5,0,3
1,2,FERNANDEZ CORCOLES_ JORGE,18.23333333333333,7,1,0,1,0,1,2,0,0,0,2,2,7,1.0,952561,2006470,1,1,3,3,0,0
0,7,MARIN SANCHEZ_ PABLO,24.2,5,1,1,2,3,1,3,0,0,0,2,4,6,14.0,952561,1835874,1,2,2,3,0,2
0,8,MARTINEZ TENDERO_ NAHUM,18.2,2,0,0,0,2,0,3,1,0,0,4,3,-5,11.0,952561,2113865,2,4,0,2,0,2
0,9,NAVARRO GARCIA_ ALFONSO,14.7,6,0,1,1,0,0,2,0,0,0,0,0,5,-5.0,952561,1766637,0,0,0,0,2,2
1,10,ROCAMORA PEREZ_ JORGE,24.466666666666665,8,0,3,3,3,1,2,0,0,0,4,2,7,-10.0,952561,1890673,2,3,3,3,0,3
1,15,BERNAL DE AYALA_ ALVARO,20.2,19,0,2,2,1,2,1,1,0,0,2,7,21,13.0,952561,1516361,7,11,3,5,2,4
0,17,LLEDO FERNANDEZ_ JORGE JUAN,26.45,11,1,7,8,3,1,0,1,0,0,3,3,15,5.0,952561,500395,1,3,5,8,0,4
1,19,MOLINA CAÑAVATE_ MARCOS,29.7,9,1,7,8,2,1,2,0,0,0,1,5,17,0.0,952561,627482,5,6,2,5,0,1
0,23,BESORA LLOR_ JUAN CARLOS,10.3,4,1,3,4,0,1,0,0,0,0,3,3,4,8.0,952561,2121759,0,4,2,2,0,1
1,27,ZIJIE_ LU,13.55,4,0,1,1,0,0,1,0,0,0,2,0,0,3.0,952561,2383849,0,0,2,2,0,2
