inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,2,VELAZQUEZ BALSERA_ CARLOS,27.5,3,2,4,6,4,3,3,0,0,0,1,1,7,5.0,950773,1796900,1,2,1,5,0,1
1,8,CAZORLA ZARAGOZI_ DARIO,18.316666666666663,11,1,2,3,3,1,0,0,0,0,2,3,15,5.0,950773,1756269,1,2,2,3,2,4
1,10,ORTOLA TOMAS_ JOAN MARIA,25.45,2,1,8,9,0,1,4,0,1,0,2,1,2,11.0,950773,1208733,0,0,1,5,0,1
0,11,JIMENA LLORCA_ SERGIO PATRIZIO,22.633333333333333,19,0,1,1,1,0,0,0,0,0,3,4,15,7.0,950773,1995485,6,7,2,3,3,8
1,14,CVRKOTA_ MILOS,27.766666666666666,9,0,5,5,2,1,2,1,0,0,1,6,13,9.0,950773,2643356,2,3,2,4,1,6
0,22,SIDDIQUE_ SALEEM,28.48333333333333,13,1,3,4,0,1,1,0,1,0,3,1,12,4.0,950773,2378721,0,0,5,6,1,3
1,33,KLEINJAN RODRIGUEZ_ ALAN PETER,26.9,4,1,4,5,3,0,3,0,0,0,2,0,-1,0.0,950773,1508383,0,0,2,5,0,5
0,88,IVARS MUNERA_ JAIME,22.95,5,2,2,4,2,0,0,0,0,0,0,4,11,-1.0,950773,1365378,3,4,1,1,0,3
1,0,MUÑOZ PALENCIA_ JESUS,29.183333333333334,17,0,1,1,2,3,3,0,0,0,2,2,14,-7.0,950778,2087557,1,1,2,2,4,10
0,1,NAPOLETANO_ GIORGIO,19.433333333333334,0,0,0,0,1,0,3,0,0,0,2,0,-7,-6.0,950778,2757662,0,0,0,1,0,2
1,2,GARCIA ROSELLO_ MARCOS,32.666666666666664,14,1,10,11,2,1,2,0,0,0,2,6,13,-4.0,950778,2557720,3,7,4,11,1,7
1,3,GALVEZ ARROYO_ SAMUEL,29.183333333333334,11,2,6,8,1,0,1,0,0,0,5,2,8,-2.0,950778,1900423,1,2,2,5,2,6
0,6,FERRIZ SELLES_ ALBERTO,5.683333333333334,2,0,1,1,0,0,1,0,0,0,1,0,0,2.0,950778,2112479,0,0,1,1,0,1
1,7,CASTRILLON RODRIGUEZ_ OSCAR,29.3,4,1,3,4,2,2,2,1,1,0,4,1,-1,-11.0,950778,2183928,0,0,2,7,0,4
1,9,TUDELA GARCIA_ GUSTAVO,24.133333333333333,2,6,2,8,1,0,1,1,0,0,0,1,12,-4.0,950778,2027626,0,0,1,1,0,0
0,10,GADEA VALENCIA_ VICTOR,15.866666666666667,4,3,1,4,1,0,1,0,0,0,1,1,5,-4.0,950778,2141015,0,0,2,5,0,0
0,14,SABATER MARTINEZ_ GERMAN,14.55,4,3,6,9,0,1,2,0,0,0,3,1,4,-4.0,950778,2117260,0,0,2,7,0,1
