inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
0,0,GOMEZ VELEZ_ SERGIO,14.083333333333334,7,0,1,1,2,0,3,0,0,0,0,0,5,12.0,951375,1577477,1,1,0,1,2,3
0,1,MARTINEZ BERTOMEU_ ROGER,10.75,4,1,1,2,1,0,3,0,1,0,1,3,0,-5.0,951375,2166515,1,3,0,2,1,3
1,7,ZAMORA MAÑA_ UNAI,19.83333333333333,8,2,2,4,2,1,1,0,0,0,2,2,9,39.0,951375,1994360,1,2,2,3,1,4
1,8,MALIK_ CAMAL,18.516666666666666,12,2,2,4,0,4,0,0,0,0,2,3,18,34.0,951375,2515787,2,3,2,2,2,4
1,10,GRANJA BERNAD_ IAN,20.416666666666668,16,0,3,3,1,4,2,1,1,0,3,2,16,24.0,951375,1933382,3,4,5,8,1,3
1,11,GOMEZ GARCIA-GUTIERREZ_ PABLO,17.083333333333332,2,1,0,1,1,1,0,0,0,0,1,1,3,15.0,951375,1881440,0,0,1,2,0,1
0,12,MARISCAL GOMEZ_ MARIO,20.766666666666666,4,1,0,1,1,0,0,0,0,0,3,0,0,-17.0,951375,1991574,0,0,2,4,0,1
0,15,MALONE NAVARRO_ BRIAN,5.116666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,951375,2237400,0,0,0,0,0,0
0,22,NUÑEZ ANTON_ DANIEL,22.216666666666665,7,0,1,1,1,1,0,1,0,0,2,3,8,-14.0,951375,2019343,7,7,0,0,0,4
1,33,ANDREATTA_ MAXIMILIANO,25.6,23,3,8,11,4,2,2,1,0,3,3,7,37,35.0,951375,2641325,10,11,5,5,1,6
0,35,GRANJA I BERNAD_ POL,14.633333333333333,9,1,4,5,0,0,1,0,0,0,2,1,10,-1.0,951375,2049105,2,2,2,3,1,2
0,79,CAMARA_ OUWA,10.983333333333333,5,0,3,3,0,0,0,0,0,0,5,1,2,-7.0,951375,2680875,1,2,2,3,0,0
0,2,FERNANDEZ CORCOLES_ JORGE,12.066666666666666,0,1,3,4,1,0,1,0,1,0,1,0,0,3.0,952561,2006470,0,0,0,3,0,0
1,7,MARIN SANCHEZ_ PABLO,24.98333333333333,14,1,3,4,2,0,1,1,0,0,2,10,21,-27.0,952561,1835874,6,12,4,4,0,1
1,8,MARTINEZ TENDERO_ NAHUM,25.55,13,1,4,5,2,0,4,0,1,0,4,3,10,-20.0,952561,2113865,4,4,3,8,1,1
0,9,NAVARRO GARCIA_ ALFONSO,18.916666666666668,6,0,1,1,0,1,0,0,0,0,2,0,4,11.0,952561,1766637,0,1,0,0,2,3
1,10,ROCAMORA PEREZ_ JORGE,29.216666666666665,5,1,2,3,1,1,4,0,0,0,3,0,2,-35.0,952561,1890673,0,0,1,1,1,2
0,15,IBÁÑEZ USERO_ MANUEL,9.266666666666667,0,0,0,0,0,0,1,0,0,0,1,0,-2,5.0,952561,2292751,0,0,0,0,0,0
0,17,LLEDO FERNANDEZ_ JORGE JUAN,18.05,16,0,3,3,1,1,2,0,0,0,5,6,11,-3.0,952561,500395,6,8,2,7,2,4
1,19,MOLINA CAÑAVATE_ MARCOS,21.633333333333333,7,0,3,3,1,0,3,0,1,0,1,0,1,-26.0,952561,627482,0,0,2,5,1,4
0,23,BESORA LLOR_ JUAN CARLOS,18.366666666666667,9,2,3,5,2,2,1,1,0,0,2,4,12,5.0,952561,2121759,3,6,3,7,0,1
1,27,ZIJIE_ LU,21.95,6,1,1,2,0,0,1,0,0,0,3,1,1,-18.0,952561,2383849,1,1,1,4,1,2
