inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,3,MCGUIRK_ LIAM,14.833333333333334,11,1,5,6,0,0,0,0,0,0,2,4,17,19.0,950777,1616642,2,2,3,4,1,2
1,5,CERVANTES GUERRA_ LUIS MANUEL,13.783333333333331,2,2,0,2,3,0,0,1,0,0,3,2,3,15.0,950777,2451920,0,2,1,2,0,1
0,6,BAENA SÁNCHEZ_ PEDRO,19.2,8,0,0,0,5,1,3,0,0,0,1,0,4,17.0,950777,1985418,0,0,1,1,2,8
1,8,VERCHER FERNANDEZ_ VICENT,15.516666666666667,1,2,0,2,1,0,4,0,1,0,4,3,-5,-3.0,950777,1807414,1,2,0,1,0,2
0,10,SANTAMATILDE PERIS_ VICENT,23.75,4,3,1,4,1,1,0,0,0,0,2,1,5,5.0,950777,1504969,0,0,2,2,0,4
1,12,MARCO CLIMENT_ FRANCISCO,27.53333333333333,18,4,9,13,2,1,1,0,1,0,0,3,31,32.0,950777,1853272,4,5,7,10,0,1
0,13,BOIX GUILLEM_ JOSE FRANCISCO,21.666666666666668,9,0,2,2,2,0,0,0,0,0,1,1,6,1.0,950777,1701869,3,3,0,2,2,7
1,15,LUENGO MATEO_ PABLO,19.8,17,0,2,2,4,1,0,1,0,0,0,2,19,18.0,950777,1851070,2,4,0,1,5,10
0,20,FONT FENOLLAR_ ARNAU,19.116666666666667,9,1,3,4,0,1,1,0,0,0,1,1,8,8.0,950777,2034658,0,0,0,1,3,7
0,33,GONZALEZ MARIN_ DIEGO,13.15,4,1,2,3,0,0,2,0,0,0,3,0,2,-9.0,950777,1860866,0,0,2,2,0,0
0,35,GRAU PIQUERES_ CARLES,11.65,5,0,2,2,2,1,2,0,0,0,3,1,3,2.0,950777,1761260,1,2,2,2,0,2
0,3,VIVES HURTADO_ ADRIA,11.516666666666667,5,2,2,4,0,1,2,1,0,0,1,2,8,-7.0,950772,2144599,2,2,0,1,1,2
0,5,SADOKI_ SOUFYANE,18.23333333333333,7,0,0,0,0,0,2,0,0,0,2,6,5,6.0,950772,1790780,3,4,2,4,0,1
0,6,ZAPATA SERRA_ JOSE ANGEL,15.183333333333334,2,0,3,3,0,0,0,0,0,0,0,0,4,3.0,950772,2182582,0,0,1,2,0,0
1,7,PEREZ PALOMARES_ DANIEL,28.816666666666663,13,0,1,1,3,2,2,0,0,0,4,4,11,-19.0,950772,1794540,1,1,6,11,0,1
1,8,GARCIA STURGESS_ RICHARD,24.816666666666663,8,1,2,3,1,2,0,0,0,0,3,0,10,-24.0,950772,1995391,0,0,4,5,0,0
1,9,OTS MUT_ IGNACIO,21.08333333333333,11,1,1,2,1,0,0,0,1,0,2,1,9,-23.0,950772,1879097,2,2,3,6,1,2
0,20,SOLER MANZANO_ JORDI,17.316666666666666,4,1,1,2,0,0,0,0,0,0,1,1,2,-12.0,950772,1616508,0,2,2,4,0,0
1,30,ALEXANDROV_ IVAN,21.23333333333333,4,0,1,1,1,0,3,0,1,0,1,5,0,-14.0,950772,2021759,2,5,1,3,0,2
0,32,FEDELE_ SANTIAGO,22.933333333333334,3,1,5,6,4,0,2,0,0,0,1,1,3,-6.0,950772,2712758,1,2,1,2,0,6
1,34,CLIMENT FIGUERES_ JORGE,0.5666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,-1,2.0,950772,2034816,0,0,0,0,0,0
0,35,PEREZ PALOMARES_ ADRIAN,18.3,10,0,4,4,1,1,2,1,0,0,2,0,10,-11.0,950772,1794542,0,0,5,8,0,0
