inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,7,SANCHEZ RODRIGUEZ_ PABLO JOSE,18.15,3,2,4,6,1,0,0,0,0,0,0,2,3,-3.0,951421,1516866,1,4,1,7,0,0
1,8,CADME ARIAS_ GREGORY RENE,25.433333333333334,2,3,3,6,0,0,0,0,1,0,3,0,-1,8.0,951421,1767254,0,0,1,4,0,3
1,10,LÓPEZ MARTINEZ_ ALVARO,23.666666666666668,15,0,3,3,0,2,0,0,1,0,2,0,13,10.0,951421,1895175,0,0,0,3,5,7
0,11,GONZALEZ LÓPEZ_ JUAN,12.216666666666669,2,1,0,1,0,0,1,0,0,0,0,0,0,-7.0,951421,1766977,0,0,1,1,0,2
1,12,MARTÍNEZ-QUINTANILLA JIMÉNEZ_ RAMIRO ENRIQUE,27.8,17,0,6,6,0,3,1,0,1,0,0,2,17,-4.0,951421,1514342,3,3,4,9,2,7
0,15,MARMOL MOLINA_ MARIO,15.6,7,1,2,3,0,1,0,0,0,0,1,2,6,2.0,951421,1116272,0,2,2,2,1,5
0,16,LORCA AGUILAR_ JOSE MANUEL,18.53333333333333,9,3,2,5,0,0,0,0,1,0,2,1,11,-3.0,951421,1736001,1,1,4,6,0,0
0,26,LUGO NITSCHE_ ANGEL MANUEL,18.6,9,1,1,2,1,0,2,0,0,0,4,4,4,9.0,951421,2334582,1,2,1,1,2,7
1,77,CASCALES FERNANDEZ_ JUAN,10.45,0,0,2,2,0,0,1,0,0,0,1,0,-1,4.0,951421,1899744,0,0,0,0,0,1
0,81,YEPES CALERO_ GERMAN,5.65,0,0,0,0,1,0,1,0,0,0,2,0,-2,7.0,951421,1595850,0,0,0,0,0,0
0,88,TAVELLI_ JUAN IGNACIO,23.9,14,0,2,2,3,3,1,0,0,0,2,6,17,-8.0,951421,2032122,10,11,2,4,0,5
1,2,FERNANDEZ CORCOLES_ JORGE,26.133333333333333,12,2,4,6,2,1,0,0,0,1,3,2,19,3.0,952561,2006470,0,0,6,7,0,0
0,7,MARIN SANCHEZ_ PABLO,21.433333333333334,8,0,5,5,0,1,4,1,0,0,2,4,8,-9.0,952561,1835874,2,4,3,5,0,1
0,8,MARTINEZ TENDERO_ NAHUM,7.183333333333334,2,0,0,0,0,0,0,0,0,0,3,2,1,-6.0,952561,2113865,2,2,0,0,0,0
0,9,NAVARRO GARCIA_ ALFONSO,6.766666666666667,2,0,0,0,2,0,0,0,0,0,0,0,3,-4.0,952561,1766637,0,0,1,1,0,1
1,10,ROCAMORA PEREZ_ JORGE,32.81666666666667,19,0,5,5,3,1,6,0,0,0,1,3,19,3.0,952561,1890673,1,2,3,3,4,8
1,15,BERNAL DE AYALA_ ALVARO,31.866666666666667,11,1,8,9,4,0,4,1,0,0,2,4,13,1.0,952561,1516361,2,3,3,7,1,6
0,17,LLEDO FERNANDEZ_ JORGE JUAN,32.233333333333334,12,1,9,10,1,0,2,1,0,0,1,1,15,-3.0,952561,500395,0,0,3,6,2,6
1,23,BESORA LLOR_ JUAN CARLOS,20.016666666666666,2,2,3,5,0,0,0,1,0,0,5,0,2,2.0,952561,2121759,0,0,1,2,0,0
1,27,ZIJIE_ LU,21.55,7,0,1,1,1,1,0,0,0,0,0,1,5,-2.0,952561,2383849,1,1,3,7,0,2
