inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,0,MUÑOZ PALENCIA_ JESUS,28.516666666666666,9,1,2,3,3,0,2,0,0,0,2,0,0,-19.0,950778,2087557,0,0,3,4,1,11
0,1,NAPOLETANO_ GIORGIO,14.5,3,0,2,2,0,0,4,0,0,0,1,1,-3,-6.0,950778,2757662,0,1,0,1,1,3
1,2,GARCIA ROSELLO_ MARCOS,24.683333333333334,18,1,6,7,0,0,3,0,3,0,3,5,13,-9.0,950778,2557720,8,9,5,11,0,4
1,3,GALVEZ ARROYO_ SAMUEL,30.2,13,1,3,4,5,3,4,0,0,0,4,1,13,-10.0,950778,1900423,0,0,2,5,3,5
0,4,VICENT TORTOSA_ VICENTE,7.016666666666667,2,0,0,0,1,2,2,0,0,0,1,2,2,-5.0,950778,2165926,0,0,1,1,0,2
0,5,BLEDA MIRANDA_ CARLOS,10.016666666666667,2,0,0,0,1,0,0,0,1,0,1,1,1,2.0,950778,2210951,0,0,1,3,0,0
0,6,FERRIZ SELLES_ ALBERTO,4.866666666666667,3,0,1,1,0,1,0,0,0,0,0,0,5,-2.0,950778,2112479,0,0,0,0,1,1
1,7,CASTRILLON RODRIGUEZ_ OSCAR,26.98333333333333,4,1,6,7,1,1,2,0,0,0,1,2,7,-11.0,950778,2183928,2,4,1,3,0,1
1,9,TUDELA GARCIA_ GUSTAVO,16.15,8,6,3,9,0,0,1,0,0,0,5,0,11,-10.0,950778,2027626,0,0,4,4,0,0
0,10,GADEA VALENCIA_ VICTOR,13.6,0,1,1,2,0,0,0,0,0,0,1,2,3,-12.0,950778,2141015,0,0,0,0,0,0
0,14,SABATER MARTINEZ_ GERMAN,23.466666666666665,11,3,4,7,1,1,1,0,3,0,2,5,15,-18.0,950778,2117260,3,5,4,8,0,1
1,0,LOPEZ MARTINEZ_ ALEX,25.95,13,0,2,2,2,3,0,1,0,0,0,0,10,-2.0,951085,2176449,1,1,3,9,2,7
1,0,MATUS_ RYBAR,21.216666666666665,8,0,1,1,1,0,1,0,0,0,1,2,6,-13.0,951085,2586199,4,5,2,4,0,1
0,1,HARTMAN_ PRZEMYSLAW MIROSLAW,16.383333333333333,4,2,6,8,2,0,2,0,0,0,3,1,5,9.0,951085,2527341,0,1,2,5,0,1
0,9,BERRUGA SAEZ_ DIEGO,12.483333333333333,7,1,1,2,1,1,0,0,0,0,0,3,11,3.0,951085,2253736,5,6,1,2,0,1
1,11,SARRIAS SANCHEZ_ DARIO MIGUEL,23.83333333333333,21,2,3,5,0,1,4,2,0,0,1,6,23,24.0,951085,1589828,7,9,7,11,0,1
0,13,LOZANO MARTINEZ_ ALEJANDRO,8.816666666666666,0,2,1,3,0,0,0,1,0,0,3,0,-4,-10.0,951085,2177613,0,0,0,4,0,1
1,15,MARIN ALVAREZ_ JUAN CARLOS,25.6,13,1,2,3,3,3,0,0,0,0,2,4,18,23.0,951085,1714761,1,2,3,3,2,7
0,17,PARRA GOMEZ_ DARIO,10.2,8,0,1,1,0,0,0,0,0,0,1,0,7,16.0,951085,2179862,0,0,1,1,2,3
0,35,GUERRERO PEREZ_ JESUS,9.483333333333333,2,2,2,4,2,0,0,2,0,0,5,0,5,1.0,951085,2237638,0,0,1,1,0,0
0,50,BALLESTA VIÑAS_ JUAN,23.766666666666666,9,0,6,6,4,4,1,0,0,0,1,3,20,29.0,951085,1181015,2,3,2,3,1,3
1,77,NOHEL_ SAMUEL,22.266666666666666,8,1,4,5,2,0,1,1,0,0,2,2,12,20.0,951085,2738852,3,4,1,3,1,1
