inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,1,MOLINA LORENZ_ JOAQUIN,23.866666666666667,3,0,2,2,2,2,0,0,0,0,2,0,1,17.0,950876,1889536,0,0,0,0,1,7
0,2,RAMOS CAMPOS_ NELO,12.333333333333334,0,0,0,0,0,0,1,0,0,0,1,0,-8,-4.0,950876,2092444,0,0,0,2,0,4
0,9,SARANOVIC_ BODIN,18.83333333333333,11,2,2,4,0,0,3,0,0,0,1,3,11,-1.0,950876,2373259,0,2,4,5,1,1
1,10,RAMOS BELASTEGUI_ EDUARD,24.35,6,1,6,7,3,0,0,0,0,0,2,2,12,7.0,950876,1955713,1,2,1,2,1,3
0,13,ORTEGA MORA_ RAUL,12.35,4,1,1,2,0,1,0,0,0,0,4,1,1,-10.0,950876,1890958,0,0,2,3,0,2
1,14,VILLALBA BAULBYS_ MARCO GABRIEL,28.016666666666666,13,2,7,9,1,0,2,0,0,0,1,3,15,8.0,950876,2446581,6,6,2,6,1,5
1,15,TAEÑO ELEZ_ MARCOS,27.516666666666666,13,2,3,5,5,0,2,0,0,0,1,4,16,23.0,950876,1824713,3,8,5,7,0,1
0,16,SMEDS_ NOEL,3.0,0,0,1,1,0,0,1,0,0,0,2,0,-2,2.0,950876,2736526,0,0,0,0,0,0
1,44,DIAGNE_ MAMADOU SALIF,37.13333333333333,29,5,14,19,0,1,2,0,1,0,3,9,44,12.0,950876,2276147,9,10,10,18,0,0
0,73,BARBERO LOPEZ_ IKER,11.916666666666666,4,3,1,4,1,0,0,0,0,0,0,0,8,3.0,950876,1509828,0,0,2,3,0,0
0,85,IMPELLIZZERE_ STEFANO,0.6833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,-1,-2.0,950876,2662866,0,0,0,0,0,0
1,7,SANCHEZ RODRIGUEZ_ PABLO JOSE,21.116666666666667,8,2,9,11,0,2,0,1,0,0,1,3,15,-18.0,951421,1516866,2,3,3,8,0,3
1,8,CADME ARIAS_ GREGORY RENE,28.433333333333334,11,0,3,3,0,0,1,0,0,0,0,4,13,-8.0,951421,1767254,1,1,5,8,0,1
0,10,LÓPEZ MARTINEZ_ ALVARO,12.65,4,0,3,3,0,0,0,0,0,0,0,2,5,-9.0,951421,1895175,0,0,2,3,0,3
1,11,GONZALEZ LÓPEZ_ JUAN,24.883333333333333,15,0,0,0,1,2,2,0,0,0,2,1,8,-5.0,951421,1766977,2,2,2,5,3,7
1,12,MARTÍNEZ-QUINTANILLA JIMÉNEZ_ RAMIRO ENRIQUE,27.966666666666665,13,2,5,7,1,0,3,0,0,0,2,2,7,-14.0,951421,1514342,3,4,2,8,2,6
0,13,PARRA GOMEZ_ PABLO,11.716666666666669,8,1,1,2,1,1,0,0,0,0,1,0,9,0.0,951421,2133764,0,0,4,4,0,2
0,15,MARMOL MOLINA_ MARIO,9.816666666666666,0,0,0,0,3,0,0,0,0,0,2,0,-1,3.0,951421,1116272,0,0,0,0,0,2
0,16,LORCA AGUILAR_ JOSE MANUEL,12.033333333333331,4,1,0,1,0,1,0,0,0,0,5,0,-2,2.0,951421,1736001,0,0,2,4,0,1
0,17,CRUZ MARTINEZ_ JORGE,14.1,2,0,0,0,4,0,0,0,0,0,5,2,2,5.0,951421,1827474,0,0,1,1,0,1
0,26,LUGO NITSCHE_ ANGEL MANUEL,11.066666666666666,5,1,3,4,2,1,0,0,0,0,1,1,11,2.0,951421,2334582,2,2,0,0,1,2
0,81,YEPES CALERO_ GERMAN,18.23333333333333,0,0,1,1,1,0,1,0,0,0,3,1,-6,-4.0,951421,1595850,0,0,0,5,0,0
1,88,TAVELLI_ JUAN IGNACIO,7.983333333333333,2,0,1,1,0,1,1,0,0,0,1,1,2,-9.0,951421,2032122,0,0,1,2,0,0
