inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,7,SANCHEZ RODRIGUEZ_ PABLO JOSE,20.23333333333333,10,1,3,4,2,1,1,3,0,0,3,2,15,-12.0,951421,1516866,2,2,4,6,0,1
1,8,CADME ARIAS_ GREGORY RENE,28.08333333333333,16,3,6,9,1,2,3,0,2,0,2,4,22,-4.0,951421,1767254,1,2,6,8,1,3
0,9,IBAÑEZ RUIZ_ JOSE,6.816666666666666,2,0,1,1,0,0,1,0,0,0,1,1,0,3.0,951421,1998643,0,2,1,1,0,0
0,10,LÓPEZ MARTINEZ_ ALVARO,13.983333333333333,3,0,0,0,1,0,0,0,0,0,1,3,1,4.0,951421,1895175,1,4,1,1,0,2
1,11,GONZALEZ LÓPEZ_ JUAN,16.5,9,0,2,2,1,2,3,0,0,0,3,0,4,-4.0,951421,1766977,0,0,3,4,1,4
1,12,MARTÍNEZ-QUINTANILLA JIMÉNEZ_ RAMIRO ENRIQUE,25.633333333333333,15,1,3,4,0,1,1,0,0,1,4,5,11,8.0,951421,1514342,5,7,5,8,0,4
0,15,MARMOL MOLINA_ MARIO,8.866666666666667,0,1,3,4,0,1,0,0,0,0,0,0,3,0.0,951421,1116272,0,0,0,0,0,2
0,16,LORCA AGUILAR_ JOSE MANUEL,20.45,4,0,3,3,1,0,1,0,1,0,0,1,3,15.0,951421,1736001,0,2,2,4,0,1
0,17,CRUZ MARTINEZ_ JORGE,19.016666666666666,11,0,4,4,0,1,3,0,1,0,1,5,13,10.0,951421,1827474,4,6,2,3,1,2
0,26,LUGO NITSCHE_ ANGEL MANUEL,20.25,13,3,0,3,2,1,1,0,0,0,3,0,12,2.0,951421,2334582,0,0,2,2,3,6
0,77,CASCALES FERNANDEZ_ JUAN,14.15,4,0,3,3,4,1,1,0,0,0,3,0,7,8.0,951421,1899744,0,0,2,3,0,0
1,81,YEPES CALERO_ GERMAN,6.016666666666667,0,0,1,1,0,0,1,0,0,0,0,0,-2,-5.0,951421,1595850,0,0,0,1,0,1
0,0,GOMEZ VELEZ_ SERGIO,14.883333333333333,2,0,0,0,1,0,1,0,0,0,0,1,2,-6.0,951375,1577477,2,2,0,1,0,0
1,7,ZAMORA MAÑA_ UNAI,23.716666666666665,3,2,5,7,2,2,0,0,0,0,4,3,9,9.0,951375,1994360,0,0,0,1,1,4
0,8,MALIK_ CAMAL,21.0,15,1,1,2,2,1,5,0,0,0,4,3,10,-10.0,951375,2515787,2,4,2,3,3,4
1,10,GRANJA BERNAD_ IAN,33.333333333333336,19,0,3,3,3,2,2,1,2,0,2,4,15,9.0,951375,1933382,5,6,4,9,2,9
1,11,GOMEZ GARCIA-GUTIERREZ_ PABLO,25.6,10,0,1,1,2,1,3,0,0,0,2,3,6,4.0,951375,1881440,1,2,0,2,3,6
0,12,MARISCAL GOMEZ_ MARIO,14.016666666666667,4,0,1,1,0,1,0,0,0,0,3,0,2,-6.0,951375,1991574,0,0,2,2,0,1
1,15,MALONE NAVARRO_ BRIAN,5.65,0,0,0,0,0,0,0,0,0,0,0,0,-1,3.0,951375,2237400,0,0,0,1,0,0
0,22,NUÑEZ ANTON_ DANIEL,14.8,2,1,3,4,0,0,0,0,0,0,2,1,3,-12.0,951375,2019343,0,0,1,1,0,2
1,33,ANDREATTA_ MAXIMILIANO,32.333333333333336,25,0,6,6,2,0,4,2,1,0,2,4,23,-6.0,951375,2641325,4,6,3,8,5,8
0,35,GRANJA I BERNAD_ POL,10.283333333333331,2,0,0,0,0,1,1,0,0,0,1,2,2,-11.0,951375,2049105,2,2,0,0,0,1
0,79,CAMARA_ OUWA,4.383333333333334,0,0,0,0,0,0,1,1,0,0,1,0,-1,1.0,951375,2680875,0,0,0,0,0,0
