inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
1,1,MOLINA LORENZ_ JOAQUIN,35.166666666666664,10,1,2,3,2,1,1,0,0,0,3,1,9,-7.0,950876,1889536,1,2,0,0,3,6
0,2,RAMOS CAMPOS_ NELO,8.45,4,1,0,1,0,0,1,0,0,0,1,1,3,-5.0,950876,2092444,1,2,0,0,1,1
0,9,SARANOVIC_ BODIN,7.4,2,0,1,1,0,0,0,0,0,0,4,1,0,9.0,950876,2373259,0,0,1,1,0,0
1,10,RAMOS BELASTEGUI_ EDUARD,26.98333333333333,8,0,5,5,2,2,5,0,0,0,3,1,6,-3.0,950876,1955713,2,2,3,5,0,2
0,13,ORTEGA MORA_ RAUL,9.866666666666667,2,0,0,0,1,0,1,0,0,0,0,0,0,-6.0,950876,1890958,0,0,1,1,0,2
1,14,VILLALBA BAULBYS_ MARCO GABRIEL,28.33333333333333,13,1,6,7,1,2,1,0,0,0,4,3,13,-3.0,950876,2446581,0,0,2,5,3,8
1,15,TAEÑO ELEZ_ MARCOS,30.133333333333333,8,3,3,6,5,3,2,0,0,0,4,5,15,3.0,950876,1824713,1,2,2,5,1,3
0,16,SMEDS_ NOEL,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,950876,2736526,0,0,0,0,0,0
1,44,DIAGNE_ MAMADOU SALIF,39.016666666666666,30,5,12,17,2,1,2,0,1,1,1,9,36,0.0,950876,2276147,10,12,10,28,0,0
0,73,BARBERO LOPEZ_ IKER,12.65,0,0,0,0,0,0,0,0,0,0,1,0,-1,-3.0,950876,1509828,0,0,0,0,0,0
1,2,VELAZQUEZ BALSERA_ CARLOS,22.666666666666668,5,1,6,7,3,3,1,0,0,0,2,1,9,14.0,950773,1796900,1,2,2,6,0,2
1,8,CAZORLA ZARAGOZI_ DARIO,27.716666666666665,6,2,1,3,1,0,0,0,0,0,3,4,7,-2.0,950773,1756269,1,1,1,1,1,5
0,10,ORTOLA TOMAS_ JOAN MARIA,11.116666666666667,2,1,2,3,1,0,2,1,0,0,4,0,0,-2.0,950773,1208733,0,0,1,2,0,0
0,11,JIMENA LLORCA_ SERGIO PATRIZIO,22.566666666666663,12,2,1,3,2,2,2,0,0,0,1,2,10,-7.0,950773,1995485,2,2,2,7,2,5
1,14,CVRKOTA_ MILOS,28.366666666666667,19,2,7,9,1,0,0,0,0,0,2,7,27,14.0,950773,2643356,3,4,5,9,2,4
1,17,SHERMAN_ KAJ-BJORN KRISTOF,25.466666666666665,12,1,4,5,3,1,0,0,0,1,3,1,15,-7.0,950773,2160027,1,2,4,7,1,1
0,22,SIDDIQUE_ SALEEM,14.9,0,1,1,2,1,1,1,0,0,0,3,1,-3,1.0,950773,2378721,0,0,0,3,0,1
1,33,KLEINJAN RODRIGUEZ_ ALAN PETER,25.616666666666667,19,0,1,1,3,1,4,0,0,0,2,1,14,6.0,950773,1508383,1,2,3,3,4,8
0,88,IVARS MUNERA_ JAIME,21.58333333333333,5,0,2,2,4,0,2,0,0,0,2,3,4,-2.0,950773,1365378,1,4,2,4,0,1
